user_id,monthly_income,category,subcategory,expense_name,amount,frequency,monthly_equivalent
3,1934.16,wants,travel,travel,10.64,weekly,46.07
3,1934.16,wants,personal care,personal_care,104.13,monthly,104.13
3,1934.16,wants,other,other,12.0,weekly,51.96
4,4971.33,needs,groceries,groceries,145.07,weekly,628.15
4,4971.33,needs,rent/mortgage,rent_mortgage,264.65,weekly,1145.93
4,4971.33,needs,utilities,utilities,182.76,monthly,182.76
4,4971.33,needs,gas/transport,gas_transport,135.85,biweekly,294.79
4,4971.33,needs,insurance,insurance,140.92,biweekly,305.8
4,4971.33,needs,bills,bills,70.52,biweekly,153.03
4,4971.33,needs,healthcare,healthcare,174.44,monthly,174.44
4,4971.33,needs,childcare,childcare,115.07,biweekly,249.7
4,4971.33,needs,other,other,87.7,monthly,87.7
4,4971.33,wants,dining out,dining_out,134.81,one time,134.81
4,4971.33,wants,entertainment,entertainment,255.09,monthly,255.09
4,4971.33,wants,subscriptions,subscriptions,22.71,weekly,98.33
4,4971.33,wants,hobbies,hobbies,248.01,one time,248.01
4,4971.33,wants,personal care,personal_care,92.42,monthly,92.42
4,4971.33,wants,gifts,gifts,84.79,monthly,84.79
4,4971.33,wants,other,other,57.8,monthly,57.8
5,5927.97,needs,groceries,groceries,98.91,weekly,428.28
5,5927.97,needs,rent/mortgage,rent_mortgage,1462.31,one time,1462.31
5,5927.97,needs,utilities,utilities,324.43,monthly,324.43
5,5927.97,needs,gas/transport,gas_transport,415.96,one time,415.96
5,5927.97,needs,insurance,insurance,54.87,weekly,237.59
5,5927.97,needs,bills,bills,182.91,monthly,182.91
5,5927.97,needs,healthcare,healthcare,59.72,biweekly,129.59
5,5927.97,wants,dining out,dining_out,62.73,weekly,271.62
5,5927.97,wants,entertainment,entertainment,137.13,monthly,137.13
5,5927.97,wants,shopping,shopping,541.07,monthly,541.07
5,5927.97,wants,subscriptions,subscriptions,15.42,weekly,66.77
5,5927.97,wants,hobbies,hobbies,291.68,monthly,291.68
5,5927.97,wants,travel,travel,59.37,biweekly,128.83
5,5927.97,wants,gifts,gifts,32.19,weekly,139.38
5,5927.97,wants,other,other,128.15,one time,128.15
6,3085.64,needs,groceries,groceries,61.95,weekly,268.24
6,3085.64,needs,rent/mortgage,rent_mortgage,1097.07,monthly,1097.07
6,3085.64,needs,utilities,utilities,113.4,monthly,113.4
6,3085.64,needs,gas/transport,gas_transport,45.09,weekly,195.24
6,3085.64,needs,insurance,insurance,175.62,monthly,175.62
6,3085.64,needs,bills,bills,25.9,weekly,112.15
6,3085.64,needs,healthcare,healthcare,87.12,monthly,87.12
6,3085.64,needs,childcare,childcare,108.34,monthly,108.34
6,3085.64,needs,other,other,27.56,biweekly,59.81
6,3085.64,wants,dining out,dining_out,136.47,monthly,136.47
6,3085.64,wants,entertainment,entertainment,112.03,monthly,112.03
6,3085.64,wants,shopping,shopping,57.76,monthly,57.76
6,3085.64,wants,hobbies,hobbies,166.48,one time,166.48
6,3085.64,wants,gifts,gifts,12.36,weekly,53.52
6,3085.64,wants,other,other,98.23,monthly,98.23
7,8047.81,needs,groceries,groceries,939.03,monthly,939.03
7,8047.81,needs,rent/mortgage,rent_mortgage,1584.33,one time,1584.33
7,8047.81,needs,utilities,utilities,518.39,monthly,518.39
7,8047.81,needs,gas/transport,gas_transport,494.89,monthly,494.89
7,8047.81,needs,insurance,insurance,347.33,one time,347.33
7,8047.81,needs,bills,bills,372.07,monthly,372.07
7,8047.81,needs,healthcare,healthcare,246.69,monthly,246.69
7,8047.81,wants,dining out,dining_out,89.48,biweekly,194.17
7,8047.81,wants,entertainment,entertainment,164.18,monthly,164.18
7,8047.81,wants,personal care,personal_care,190.76,monthly,190.76
7,8047.81,wants,other,other,190.99,monthly,190.99
8,1592.27,needs,groceries,groceries,41.77,weekly,180.86
8,1592.27,needs,rent/mortgage,rent_mortgage,199.58,biweekly,433.09
8,1592.27,needs,utilities,utilities,30.7,biweekly,66.62
8,1592.27,needs,gas/transport,gas_transport,72.71,monthly,72.71
8,1592.27,needs,insurance,insurance,15.59,weekly,67.5
8,1592.27,needs,bills,bills,76.15,one time,76.15
8,1592.27,needs,healthcare,healthcare,42.45,monthly,42.45
8,1592.27,needs,childcare,childcare,61.51,monthly,61.51
8,1592.27,needs,other,other,32.43,monthly,32.43
8,1592.27,wants,dining out,dining_out,118.41,monthly,118.41
8,1592.27,wants,shopping,shopping,123.94,one time,123.94
8,1592.27,wants,subscriptions,subscriptions,5.3,biweekly,11.5
8,1592.27,wants,hobbies,hobbies,16.42,one time,16.42
8,1592.27,wants,gifts,gifts,14.44,monthly,14.44
8,1592.27,wants,other,other,54.61,monthly,54.61
9,1832.92,needs,groceries,groceries,97.6,biweekly,211.79
9,1832.92,needs,rent/mortgage,rent_mortgage,516.46,one time,516.46
9,1832.92,needs,utilities,utilities,115.28,monthly,115.28
9,1832.92,needs,gas/transport,gas_transport,107.96,monthly,107.96
9,1832.92,needs,insurance,insurance,41.07,biweekly,89.12
9,1832.92,needs,bills,bills,18.24,weekly,78.98
9,1832.92,needs,healthcare,healthcare,10.23,weekly,44.3
9,1832.92,needs,childcare,childcare,92.07,monthly,92.07
9,1832.92,wants,dining out,dining_out,95.92,one time,95.92
9,1832.92,wants,entertainment,entertainment,29.67,weekly,128.47
9,1832.92,wants,subscriptions,subscriptions,12.36,weekly,53.52
9,1832.92,wants,travel,travel,67.68,one time,67.68
9,1832.92,wants,personal care,personal_care,93.3,one time,93.3
9,1832.92,wants,gifts,gifts,7.65,weekly,33.12
9,1832.92,wants,other,other,29.25,monthly,29.25
10,3239.48,needs,groceries,groceries,69.07,weekly,299.07
10,3239.48,needs,rent/mortgage,rent_mortgage,1014.74,monthly,1014.74
10,3239.48,needs,utilities,utilities,187.2,monthly,187.2
10,3239.48,needs,gas/transport,gas_transport,240.41,monthly,240.41
10,3239.48,needs,insurance,insurance,154.11,one time,154.11
10,3239.48,needs,bills,bills,134.74,monthly,134.74
10,3239.48,needs,healthcare,healthcare,39.36,biweekly,85.41
10,3239.48,needs,other,other,62.04,monthly,62.04
10,3239.48,wants,dining out,dining_out,142.98,monthly,142.98
10,3239.48,wants,shopping,shopping,138.01,monthly,138.01
10,3239.48,wants,hobbies,hobbies,50.13,monthly,50.13
10,3239.48,wants,travel,travel,20.81,weekly,90.11
10,3239.48,wants,personal care,personal_care,160.2,monthly,160.2
10,3239.48,wants,gifts,gifts,18.74,weekly,81.14
11,8463.86,needs,groceries,groceries,155.68,weekly,674.09
11,8463.86,needs,rent/mortgage,rent_mortgage,2224.52,monthly,2224.52
11,8463.86,needs,utilities,utilities,190.32,biweekly,412.99
11,8463.86,needs,gas/transport,gas_transport,617.43,monthly,617.43
11,8463.86,needs,insurance,insurance,230.44,biweekly,500.05
11,8463.86,needs,bills,bills,79.67,weekly,344.97
11,8463.86,needs,healthcare,healthcare,214.36,monthly,214.36
11,8463.86,wants,dining out,dining_out,613.71,monthly,613.71
11,8463.86,wants,entertainment,entertainment,165.56,monthly,165.56
11,8463.86,wants,shopping,shopping,156.77,biweekly,340.19
11,8463.86,wants,subscriptions,subscriptions,133.97,monthly,133.97
11,8463.86,wants,hobbies,hobbies,91.99,weekly,398.32
11,8463.86,wants,gifts,gifts,256.2,monthly,256.2
11,8463.86,wants,other,other,144.46,monthly,144.46
12,12128.95,needs,groceries,groceries,306.53,weekly,1327.27
12,12128.95,needs,rent/mortgage,rent_mortgage,708.05,weekly,3065.86
12,12128.95,needs,utilities,utilities,555.08,one time,555.08
12,12128.95,needs,gas/transport,gas_transport,879.83,monthly,879.83
12,12128.95,needs,insurance,insurance,285.81,biweekly,620.21
12,12128.95,needs,bills,bills,492.54,monthly,492.54
12,12128.95,needs,healthcare,healthcare,315.74,one time,315.74
12,12128.95,needs,other,other,90.58,biweekly,196.56
12,12128.95,wants,dining out,dining_out,264.39,monthly,264.39
12,12128.95,wants,entertainment,entertainment,193.49,weekly,837.81
12,12128.95,wants,shopping,shopping,247.19,monthly,247.19
12,12128.95,wants,subscriptions,subscriptions,410.3,monthly,410.3
12,12128.95,wants,travel,travel,198.79,biweekly,431.37
12,12128.95,wants,personal care,personal_care,103.1,biweekly,223.73
12,12128.95,wants,gifts,gifts,216.94,one time,216.94
12,12128.95,wants,other,other,346.23,one time,346.23
13,1730.63,needs,groceries,groceries,137.44,monthly,137.44
13,1730.63,needs,rent/mortgage,rent_mortgage,493.78,one time,493.78
13,1730.63,needs,utilities,utilities,79.17,monthly,79.17
13,1730.63,needs,gas/transport,gas_transport,75.5,monthly,75.5
13,1730.63,needs,insurance,insurance,90.95,monthly,90.95
13,1730.63,needs,bills,bills,58.4,monthly,58.4
13,1730.63,needs,healthcare,healthcare,47.98,monthly,47.98
13,1730.63,wants,subscriptions,subscriptions,44.03,monthly,44.03
13,1730.63,wants,hobbies,hobbies,29.92,monthly,29.92
13,1730.63,wants,travel,travel,31.47,biweekly,68.29
13,1730.63,wants,gifts,gifts,6.64,weekly,28.75
14,5995.0,needs,groceries,groceries,711.69,monthly,711.69
14,5995.0,needs,rent/mortgage,rent_mortgage,541.7,biweekly,1175.49
14,5995.0,needs,utilities,utilities,125.21,biweekly,271.71
14,5995.0,needs,gas/transport,gas_transport,137.63,biweekly,298.66
14,5995.0,needs,insurance,insurance,224.72,monthly,224.72
14,5995.0,needs,bills,bills,258.15,monthly,258.15
14,5995.0,needs,healthcare,healthcare,96.9,biweekly,210.27
14,5995.0,wants,dining out,dining_out,219.39,monthly,219.39
14,5995.0,wants,shopping,shopping,439.7,one time,439.7
14,5995.0,wants,subscriptions,subscriptions,36.46,weekly,157.87
14,5995.0,wants,personal care,personal_care,188.56,one time,188.56
14,5995.0,wants,gifts,gifts,97.12,monthly,97.12
14,5995.0,wants,other,other,70.29,biweekly,152.53
15,1526.5,needs,groceries,groceries,36.85,weekly,159.56
15,1526.5,needs,rent/mortgage,rent_mortgage,117.74,weekly,509.81
15,1526.5,needs,utilities,utilities,75.26,monthly,75.26
15,1526.5,needs,gas/transport,gas_transport,46.31,biweekly,100.49
15,1526.5,needs,insurance,insurance,82.05,monthly,82.05
15,1526.5,needs,bills,bills,11.95,weekly,51.74
15,1526.5,needs,healthcare,healthcare,9.88,weekly,42.78
15,1526.5,needs,childcare,childcare,58.93,monthly,58.93
15,1526.5,needs,other,other,32.96,monthly,32.96
15,1526.5,wants,shopping,shopping,44.39,monthly,44.39
15,1526.5,wants,hobbies,hobbies,9.18,weekly,39.75
15,1526.5,wants,travel,travel,58.19,monthly,58.19
15,1526.5,wants,gifts,gifts,5.98,biweekly,12.98
15,1526.5,wants,other,other,17.98,monthly,17.98
16,12448.41,needs,groceries,groceries,687.31,biweekly,1491.46
16,12448.41,needs,rent/mortgage,rent_mortgage,1361.13,biweekly,2953.65
16,12448.41,needs,utilities,utilities,149.32,weekly,646.56
16,12448.41,needs,gas/transport,gas_transport,421.37,biweekly,914.37
16,12448.41,needs,insurance,insurance,463.01,monthly,463.01
16,12448.41,needs,bills,bills,110.67,weekly,479.2
16,12448.41,needs,healthcare,healthcare,185.15,biweekly,401.78
16,12448.41,wants,dining out,dining_out,205.91,weekly,891.59
16,12448.41,wants,entertainment,entertainment,119.18,weekly,516.05
16,12448.41,wants,shopping,shopping,780.81,monthly,780.81
16,12448.41,wants,hobbies,hobbies,613.68,one time,613.68
16,12448.41,wants,gifts,gifts,323.89,monthly,323.89
16,12448.41,wants,other,other,95.19,biweekly,206.56
17,2775.98,needs,groceries,groceries,123.71,biweekly,268.45
17,2775.98,needs,rent/mortgage,rent_mortgage,298.09,biweekly,646.86
17,2775.98,needs,utilities,utilities,102.46,monthly,102.46
17,2775.98,needs,gas/transport,gas_transport,134.89,monthly,134.89
17,2775.98,needs,insurance,insurance,175.7,monthly,175.7
17,2775.98,needs,bills,bills,131.55,monthly,131.55
17,2775.98,needs,healthcare,healthcare,105.77,monthly,105.77
17,2775.98,needs,other,other,51.72,monthly,51.72
17,2775.98,wants,dining out,dining_out,35.05,weekly,151.77
17,2775.98,wants,entertainment,entertainment,59.92,monthly,59.92
17,2775.98,wants,shopping,shopping,121.92,monthly,121.92
17,2775.98,wants,hobbies,hobbies,103.12,monthly,103.12
17,2775.98,wants,travel,travel,97.26,one time,97.26
17,2775.98,wants,personal care,personal_care,72.84,one time,72.84
17,2775.98,wants,gifts,gifts,6.6,weekly,28.58
17,2775.98,wants,other,other,37.07,biweekly,80.44
18,8843.85,needs,groceries,groceries,714.22,one time,714.22
18,8843.85,needs,rent/mortgage,rent_mortgage,1305.26,biweekly,2832.41
18,8843.85,needs,utilities,utilities,109.1,weekly,472.4
18,8843.85,needs,gas/transport,gas_transport,101.63,weekly,440.06
18,8843.85,needs,insurance,insurance,380.98,monthly,380.98
18,8843.85,needs,bills,bills,275.43,monthly,275.43
18,8843.85,needs,healthcare,healthcare,117.65,biweekly,255.3
18,8843.85,wants,shopping,shopping,526.49,one time,526.49
18,8843.85,wants,subscriptions,subscriptions,64.62,weekly,279.8
18,8843.85,wants,hobbies,hobbies,193.76,monthly,193.76
18,8843.85,wants,travel,travel,140.71,biweekly,305.34
18,8843.85,wants,other,other,238.28,monthly,238.28
19,1730.18,needs,groceries,groceries,184.54,monthly,184.54
19,1730.18,needs,rent/mortgage,rent_mortgage,97.96,weekly,424.17
19,1730.18,needs,utilities,utilities,104.2,one time,104.2
19,1730.18,needs,gas/transport,gas_transport,60.68,biweekly,131.68
19,1730.18,needs,insurance,insurance,16.3,weekly,70.58
19,1730.18,needs,bills,bills,19.64,weekly,85.04
19,1730.18,needs,healthcare,healthcare,15.05,weekly,65.17
19,1730.18,wants,dining out,dining_out,41.16,biweekly,89.32
19,1730.18,wants,entertainment,entertainment,61.81,monthly,61.81
19,1730.18,wants,hobbies,hobbies,21.21,weekly,91.84
19,1730.18,wants,gifts,gifts,25.91,biweekly,56.22
20,10490.1,needs,groceries,groceries,298.68,weekly,1293.28
20,10490.1,needs,rent/mortgage,rent_mortgage,2570.98,one time,2570.98
20,10490.1,needs,utilities,utilities,187.54,biweekly,406.96
20,10490.1,needs,gas/transport,gas_transport,337.6,biweekly,732.59
20,10490.1,needs,insurance,insurance,431.21,one time,431.21
20,10490.1,needs,bills,bills,160.01,biweekly,347.22
20,10490.1,needs,healthcare,healthcare,347.88,monthly,347.88
20,10490.1,needs,childcare,childcare,422.0,one time,422.0
20,10490.1,needs,other,other,223.05,monthly,223.05
20,10490.1,wants,dining out,dining_out,224.85,monthly,224.85
20,10490.1,wants,shopping,shopping,191.26,weekly,828.16
20,10490.1,wants,subscriptions,subscriptions,199.79,one time,199.79
20,10490.1,wants,travel,travel,269.29,monthly,269.29
20,10490.1,wants,personal care,personal_care,488.08,monthly,488.08
20,10490.1,wants,other,other,82.6,biweekly,179.24
21,19305.28,needs,groceries,groceries,822.49,biweekly,1784.8
21,19305.28,needs,rent/mortgage,rent_mortgage,3192.16,biweekly,6926.99
21,19305.28,needs,utilities,utilities,332.05,biweekly,720.55
21,19305.28,needs,gas/transport,gas_transport,1013.6,monthly,1013.6
21,19305.28,needs,insurance,insurance,403.45,biweekly,875.49
21,19305.28,needs,bills,bills,401.85,biweekly,872.01
21,19305.28,needs,healthcare,healthcare,145.17,weekly,628.59
21,19305.28,needs,other,other,101.68,weekly,440.27
21,19305.28,wants,dining out,dining_out,1354.21,monthly,1354.21
21,19305.28,wants,entertainment,entertainment,302.61,monthly,302.61
21,19305.28,wants,subscriptions,subscriptions,78.24,weekly,338.78
21,19305.28,wants,personal care,personal_care,144.94,weekly,627.59
21,19305.28,wants,gifts,gifts,489.81,monthly,489.81
21,19305.28,wants,other,other,319.85,monthly,319.85
22,2139.16,needs,groceries,groceries,162.98,monthly,162.98
22,2139.16,needs,rent/mortgage,rent_mortgage,754.0,monthly,754.0
22,2139.16,needs,utilities,utilities,103.58,monthly,103.58
22,2139.16,needs,gas/transport,gas_transport,35.26,weekly,152.68
22,2139.16,needs,insurance,insurance,77.19,one time,77.19
22,2139.16,needs,bills,bills,91.12,monthly,91.12
22,2139.16,needs,healthcare,healthcare,62.73,one time,62.73
22,2139.16,needs,other,other,10.04,weekly,43.47
22,2139.16,wants,dining out,dining_out,109.7,monthly,109.7
22,2139.16,wants,shopping,shopping,217.14,monthly,217.14
22,2139.16,wants,subscriptions,subscriptions,75.58,monthly,75.58
22,2139.16,wants,hobbies,hobbies,29.72,biweekly,64.49
22,2139.16,wants,travel,travel,34.56,biweekly,75.0
22,2139.16,wants,other,other,43.41,monthly,43.41
23,2542.13,needs,groceries,groceries,75.25,weekly,325.83
23,2542.13,needs,rent/mortgage,rent_mortgage,658.38,monthly,658.38
23,2542.13,needs,utilities,utilities,138.06,monthly,138.06
23,2542.13,needs,gas/transport,gas_transport,138.6,monthly,138.6
23,2542.13,needs,insurance,insurance,32.98,weekly,142.8
23,2542.13,needs,bills,bills,86.24,one time,86.24
23,2542.13,needs,healthcare,healthcare,22.76,weekly,98.55
23,2542.13,needs,other,other,40.57,monthly,40.57
23,2542.13,wants,dining out,dining_out,65.21,monthly,65.21
23,2542.13,wants,entertainment,entertainment,24.02,weekly,104.01
23,2542.13,wants,subscriptions,subscriptions,77.36,one time,77.36
23,2542.13,wants,hobbies,hobbies,36.1,biweekly,78.34
23,2542.13,wants,personal care,personal_care,46.03,monthly,46.03
23,2542.13,wants,gifts,gifts,30.85,one time,30.85
23,2542.13,wants,other,other,51.78,monthly,51.78
24,5622.24,needs,groceries,groceries,468.44,monthly,468.44
24,5622.24,needs,rent/mortgage,rent_mortgage,785.51,biweekly,1704.56
24,5622.24,needs,utilities,utilities,316.55,monthly,316.55
24,5622.24,needs,gas/transport,gas_transport,60.41,weekly,261.58
24,5622.24,needs,insurance,insurance,355.9,monthly,355.9
24,5622.24,needs,bills,bills,288.08,monthly,288.08
24,5622.24,needs,healthcare,healthcare,79.8,biweekly,173.17
24,5622.24,needs,childcare,childcare,158.46,one time,158.46
24,5622.24,needs,other,other,40.16,biweekly,87.15
24,5622.24,wants,entertainment,entertainment,80.14,weekly,347.01
24,5622.24,wants,shopping,shopping,185.66,monthly,185.66
24,5622.24,wants,subscriptions,subscriptions,50.98,biweekly,110.63
24,5622.24,wants,hobbies,hobbies,37.41,biweekly,81.18
24,5622.24,wants,travel,travel,30.33,weekly,131.33
24,5622.24,wants,personal care,personal_care,178.1,monthly,178.1
24,5622.24,wants,other,other,35.19,one time,35.19
25,1548.05,needs,groceries,groceries,56.0,biweekly,121.52
25,1548.05,needs,rent/mortgage,rent_mortgage,340.04,monthly,340.04
25,1548.05,needs,utilities,utilities,67.66,monthly,67.66
25,1548.05,needs,gas/transport,gas_transport,102.79,monthly,102.79
25,1548.05,needs,insurance,insurance,88.5,monthly,88.5
25,1548.05,needs,bills,bills,17.06,weekly,73.87
25,1548.05,needs,healthcare,healthcare,59.97,monthly,59.97
25,1548.05,needs,other,other,34.9,monthly,34.9
25,1548.05,wants,entertainment,entertainment,77.18,monthly,77.18
25,1548.05,wants,shopping,shopping,112.84,monthly,112.84
25,1548.05,wants,subscriptions,subscriptions,45.03,monthly,45.03
25,1548.05,wants,travel,travel,14.18,weekly,61.4
25,1548.05,wants,gifts,gifts,21.64,monthly,21.64
25,1548.05,wants,other,other,16.36,one time,16.36
26,9779.91,needs,groceries,groceries,1263.42,monthly,1263.42
26,9779.91,needs,rent/mortgage,rent_mortgage,3087.76,monthly,3087.76
26,9779.91,needs,utilities,utilities,476.93,monthly,476.93
26,9779.91,needs,gas/transport,gas_transport,655.29,monthly,655.29
26,9779.91,needs,insurance,insurance,368.19,monthly,368.19
26,9779.91,needs,bills,bills,334.48,one time,334.48
26,9779.91,needs,healthcare,healthcare,329.21,monthly,329.21
26,9779.91,wants,dining out,dining_out,210.02,biweekly,455.74
26,9779.91,wants,entertainment,entertainment,133.97,weekly,580.09
26,9779.91,wants,subscriptions,subscriptions,32.06,biweekly,69.57
26,9779.91,wants,travel,travel,452.77,monthly,452.77
26,9779.91,wants,gifts,gifts,98.16,monthly,98.16
26,9779.91,wants,other,other,119.98,monthly,119.98
27,4672.53,needs,groceries,groceries,105.04,weekly,454.82
27,4672.53,needs,rent/mortgage,rent_mortgage,1586.11,monthly,1586.11
27,4672.53,needs,utilities,utilities,47.13,weekly,204.07
27,4672.53,needs,gas/transport,gas_transport,231.07,monthly,231.07
27,4672.53,needs,insurance,insurance,176.05,monthly,176.05
27,4672.53,needs,bills,bills,162.64,monthly,162.64
27,4672.53,needs,healthcare,healthcare,67.32,biweekly,146.08
27,4672.53,needs,other,other,105.27,one time,105.27
27,4672.53,wants,dining out,dining_out,205.83,monthly,205.83
27,4672.53,wants,entertainment,entertainment,283.8,monthly,283.8
27,4672.53,wants,subscriptions,subscriptions,37.22,weekly,161.16
27,4672.53,wants,hobbies,hobbies,127.77,monthly,127.77
27,4672.53,wants,travel,travel,71.91,monthly,71.91
27,4672.53,wants,personal care,personal_care,51.39,weekly,222.52
27,4672.53,wants,other,other,121.93,monthly,121.93
28,1534.38,needs,groceries,groceries,43.53,weekly,188.48
28,1534.38,needs,rent/mortgage,rent_mortgage,77.86,weekly,337.13
28,1534.38,needs,utilities,utilities,84.27,monthly,84.27
28,1534.38,needs,gas/transport,gas_transport,101.26,monthly,101.26
28,1534.38,needs,insurance,insurance,54.51,monthly,54.51
28,1534.38,needs,bills,bills,20.21,biweekly,43.86
28,1534.38,needs,healthcare,healthcare,18.41,biweekly,39.95
28,1534.38,wants,dining out,dining_out,46.37,monthly,46.37
28,1534.38,wants,entertainment,entertainment,85.2,one time,85.2
28,1534.38,wants,shopping,shopping,19.8,weekly,85.73
28,1534.38,wants,hobbies,hobbies,30.63,biweekly,66.47
28,1534.38,wants,travel,travel,19.98,monthly,19.98
28,1534.38,wants,personal care,personal_care,12.59,weekly,54.51
28,1534.38,wants,gifts,gifts,4.62,weekly,20.0
28,1534.38,wants,other,other,19.67,biweekly,42.68
29,3735.92,needs,groceries,groceries,478.31,monthly,478.31
29,3735.92,needs,rent/mortgage,rent_mortgage,1136.25,one time,1136.25
29,3735.92,needs,utilities,utilities,168.41,one time,168.41
29,3735.92,needs,gas/transport,gas_transport,38.24,weekly,165.58
29,3735.92,needs,insurance,insurance,108.98,biweekly,236.49
29,3735.92,needs,bills,bills,160.64,monthly,160.64
29,3735.92,needs,healthcare,healthcare,128.19,monthly,128.19
29,3735.92,wants,dining out,dining_out,175.04,monthly,175.04
29,3735.92,wants,entertainment,entertainment,83.03,one time,83.03
29,3735.92,wants,subscriptions,subscriptions,31.64,one time,31.64
29,3735.92,wants,hobbies,hobbies,105.76,monthly,105.76
29,3735.92,wants,travel,travel,41.36,weekly,179.09
29,3735.92,wants,personal care,personal_care,183.94,one time,183.94
29,3735.92,wants,gifts,gifts,54.07,biweekly,117.33
29,3735.92,wants,other,other,47.1,one time,47.1
30,6353.11,needs,groceries,groceries,188.93,weekly,818.07
30,6353.11,needs,rent/mortgage,rent_mortgage,520.98,weekly,2255.84
30,6353.11,needs,utilities,utilities,363.72,monthly,363.72
30,6353.11,needs,gas/transport,gas_transport,407.0,monthly,407.0
30,6353.11,needs,insurance,insurance,261.01,monthly,261.01
30,6353.11,needs,bills,bills,254.71,one time,254.71
30,6353.11,needs,healthcare,healthcare,33.31,weekly,144.23
30,6353.11,wants,dining out,dining_out,384.24,monthly,384.24
30,6353.11,wants,entertainment,entertainment,93.63,weekly,405.42
30,6353.11,wants,shopping,shopping,80.06,biweekly,173.73
30,6353.11,wants,subscriptions,subscriptions,169.64,monthly,169.64
30,6353.11,wants,hobbies,hobbies,78.8,biweekly,171.0
30,6353.11,wants,travel,travel,212.33,one time,212.33
30,6353.11,wants,personal care,personal_care,28.8,weekly,124.7
30,6353.11,wants,gifts,gifts,165.2,monthly,165.2
30,6353.11,wants,other,other,52.39,biweekly,113.69
31,4919.78,needs,groceries,groceries,106.91,weekly,462.92
31,4919.78,needs,rent/mortgage,rent_mortgage,1116.42,monthly,1116.42
31,4919.78,needs,utilities,utilities,109.54,biweekly,237.7
31,4919.78,needs,gas/transport,gas_transport,68.78,weekly,297.82
31,4919.78,needs,insurance,insurance,273.71,monthly,273.71
31,4919.78,needs,bills,bills,184.64,one time,184.64
31,4919.78,needs,healthcare,healthcare,190.94,monthly,190.94
31,4919.78,needs,other,other,48.12,biweekly,104.42
31,4919.78,wants,dining out,dining_out,298.58,monthly,298.58
31,4919.78,wants,entertainment,entertainment,130.42,monthly,130.42
31,4919.78,wants,shopping,shopping,148.59,monthly,148.59
31,4919.78,wants,subscriptions,subscriptions,98.13,monthly,98.13
31,4919.78,wants,hobbies,hobbies,229.35,monthly,229.35
31,4919.78,wants,personal care,personal_care,246.22,monthly,246.22
31,4919.78,wants,gifts,gifts,33.15,monthly,33.15
32,9740.27,needs,groceries,groceries,754.75,monthly,754.75
32,9740.27,needs,rent/mortgage,rent_mortgage,1552.37,biweekly,3368.64
32,9740.27,needs,utilities,utilities,100.98,weekly,437.24
32,9740.27,needs,gas/transport,gas_transport,475.18,monthly,475.18
32,9740.27,needs,insurance,insurance,134.27,weekly,581.39
